Subject	Act_Label	tBodyAcc-meanXMean	tBodyAcc-meanXN	tBodyAcc-meanYMean	tBodyAcc-meanYN	tBodyAcc-meanZMean	tBodyAcc-meanZN	tBodyAcc-stdXMean	tBodyAcc-stdXN	tBodyAcc-stdYMean	tBodyAcc-stdYN	tBodyAcc-stdZMean	tBodyAcc-stdZN	tGravityAcc-meanXMean	tGravityAcc-meanXN	tGravityAcc-meanYMean	tGravityAcc-meanYN	tGravityAcc-meanZMean	tGravityAcc-meanZN	tGravityAcc-stdXMean	tGravityAcc-stdXN	tGravityAcc-stdYMean	tGravityAcc-stdYN	tGravityAcc-stdZMean	tGravityAcc-stdZN	tBodyAccJerk-meanXMean	tBodyAccJerk-meanXN	tBodyAccJerk-meanYMean	tBodyAccJerk-meanYN	tBodyAccJerk-meanZMean	tBodyAccJerk-meanZN	tBodyAccJerk-stdXMean	tBodyAccJerk-stdXN	tBodyAccJerk-stdYMean	tBodyAccJerk-stdYN	tBodyAccJerk-stdZMean	tBodyAccJerk-stdZN	tBodyGyro-meanXMean	tBodyGyro-meanXN	tBodyGyro-meanYMean	tBodyGyro-meanYN	tBodyGyro-meanZMean	tBodyGyro-meanZN	tBodyGyro-stdXMean	tBodyGyro-stdXN	tBodyGyro-stdYMean	tBodyGyro-stdYN	tBodyGyro-stdZMean	tBodyGyro-stdZN	tBodyGyroJerk-meanXMean	tBodyGyroJerk-meanXN	tBodyGyroJerk-meanYMean	tBodyGyroJerk-meanYN	tBodyGyroJerk-meanZMean	tBodyGyroJerk-meanZN	tBodyGyroJerk-stdXMean	tBodyGyroJerk-stdXN	tBodyGyroJerk-stdYMean	tBodyGyroJerk-stdYN	tBodyGyroJerk-stdZMean	tBodyGyroJerk-stdZN	tBodyAccMag-meanMean	tBodyAccMag-meanN	tBodyAccMag-stdMean	tBodyAccMag-stdN	tGravityAccMag-meanMean	tGravityAccMag-meanN	tGravityAccMag-stdMean	tGravityAccMag-stdN	tBodyAccJerkMag-meanMean	tBodyAccJerkMag-meanN	tBodyAccJerkMag-stdMean	tBodyAccJerkMag-stdN	tBodyGyroMag-meanMean	tBodyGyroMag-meanN	tBodyGyroMag-stdMean	tBodyGyroMag-stdN	tBodyGyroJerkMag-meanMean	tBodyGyroJerkMag-meanN	tBodyGyroJerkMag-stdMean	tBodyGyroJerkMag-stdN	fBodyAcc-meanXMean	fBodyAcc-meanXN	fBodyAcc-meanYMean	fBodyAcc-meanYN	fBodyAcc-meanZMean	fBodyAcc-meanZN	fBodyAcc-stdXMean	fBodyAcc-stdXN	fBodyAcc-stdYMean	fBodyAcc-stdYN	fBodyAcc-stdZMean	fBodyAcc-stdZN	fBodyAcc-meanFreqXMean	fBodyAcc-meanFreqXN	fBodyAcc-meanFreqYMean	fBodyAcc-meanFreqYN	fBodyAcc-meanFreqZMean	fBodyAcc-meanFreqZN	fBodyAccJerk-meanXMean	fBodyAccJerk-meanXN	fBodyAccJerk-meanYMean	fBodyAccJerk-meanYN	fBodyAccJerk-meanZMean	fBodyAccJerk-meanZN	fBodyAccJerk-stdXMean	fBodyAccJerk-stdXN	fBodyAccJerk-stdYMean	fBodyAccJerk-stdYN	fBodyAccJerk-stdZMean	fBodyAccJerk-stdZN	fBodyAccJerk-meanFreqXMean	fBodyAccJerk-meanFreqXN	fBodyAccJerk-meanFreqYMean	fBodyAccJerk-meanFreqYN	fBodyAccJerk-meanFreqZMean	fBodyAccJerk-meanFreqZN	fBodyGyro-meanXMean	fBodyGyro-meanXN	fBodyGyro-meanYMean	fBodyGyro-meanYN	fBodyGyro-meanZMean	fBodyGyro-meanZN	fBodyGyro-stdXMean	fBodyGyro-stdXN	fBodyGyro-stdYMean	fBodyGyro-stdYN	fBodyGyro-stdZMean	fBodyGyro-stdZN	fBodyGyro-meanFreqXMean	fBodyGyro-meanFreqXN	fBodyGyro-meanFreqYMean	fBodyGyro-meanFreqYN	fBodyGyro-meanFreqZMean	fBodyGyro-meanFreqZN	fBodyAccMag-meanMean	fBodyAccMag-meanN	fBodyAccMag-stdMean	fBodyAccMag-stdN	fBodyAccMag-meanFreqMean	fBodyAccMag-meanFreqN	fBodyBodyAccJerkMag-meanMean	fBodyBodyAccJerkMag-meanN	fBodyBodyAccJerkMag-stdMean	fBodyBodyAccJerkMag-stdN	fBodyBodyAccJerkMag-meanFreqMean	fBodyBodyAccJerkMag-meanFreqN	fBodyBodyGyroMag-meanMean	fBodyBodyGyroMag-meanN	fBodyBodyGyroMag-stdMean	fBodyBodyGyroMag-stdN	fBodyBodyGyroMag-meanFreqMean	fBodyBodyGyroMag-meanFreqN	fBodyBodyGyroJerkMag-meanMean	fBodyBodyGyroJerkMag-meanN	fBodyBodyGyroJerkMag-stdMean	fBodyBodyGyroJerkMag-stdN	fBodyBodyGyroJerkMag-meanFreqMean	fBodyBodyGyroJerkMag-meanFreqN	angle_tBodyAccMean_gravityMean	angle_tBodyAccMean_gravityN	angle_tBodyAccJerkMean_gravityMeanMean	angle_tBodyAccJerkMean_gravityMeanN	angle_tBodyGyroMean_gravityMeanMean	angle_tBodyGyroMean_gravityMeanN	angle_tBodyGyroJerkMean_gravityMeanMean	angle_tBodyGyroJerkMean_gravityMeanN	angle_X_gravityMeanMean	angle_X_gravityMeanN	angle_Y_gravityMeanMean	angle_Y_gravityMeanN	angle_Z_gravityMeanMean	angle_Z_gravityMeanN
16	WALKING_DOWNSTAIRS	0.295587	47	-0.018390	47	-0.119874	47	0.207252	47	-0.146994	47	0.011435	47	0.917818	47	-0.058483	47	-0.225382	47	-0.957785	47	-0.955488	47	-0.910589	47	0.090786	47	-0.014811	47	-0.029312	47	-0.101187	47	-0.261685	47	-0.303382	47	-0.022537	47	-0.068265	47	0.083538	47	-0.454188	47	-0.528329	47	-0.444636	47	-0.103904	47	-0.056769	47	-0.061214	47	-0.623676	47	-0.583422	47	-0.540633	47	0.191080	47	0.119184	47	0.191080	47	0.119184	47	-0.165909	47	-0.078350	47	-0.309820	47	-0.422315	47	-0.590897	47	-0.595822	47	0.036826	47	-0.134598	47	-0.047694	47	0.266115	47	-0.208681	47	-0.037972	47	-0.447958	47	-0.002646	47	0.035294	47	-0.155445	47	-0.289958	47	-0.241974	47	-0.125683	47	-0.281507	47	-0.364027	47	-0.368978	47	-0.417064	47	-0.376638	47	-0.420844	47	-0.479513	47	-0.375001	47	-0.470373	47	-0.565214	47	-0.521101	47	-0.282625	47	0.079106	47	-0.121322	47	0.114032	47	-0.053414	47	0.020139	47	-0.074566	47	-0.091962	47	-0.014841	47	-0.488254	47	-0.479940	47	0.041547	47	-0.589663	47	-0.633480	47	0.102928	47	-0.163043	47	-0.044986	47	0.126499	47	-0.055795	47	-0.731151	47	0.123723	47	0.180956	47
16	WALKING_UPSTAIRS	0.255986	51	-0.014365	51	-0.124075	51	-0.397084	51	-0.163733	51	-0.129284	51	0.826874	51	-0.080593	51	-0.379060	51	-0.948414	51	-0.933657	51	-0.907650	51	0.076253	51	0.017373	51	0.038053	51	-0.521089	51	-0.425626	51	-0.593411	51	0.071841	51	-0.048614	51	-0.007793	51	-0.508087	51	-0.586383	51	-0.365025	51	-0.140908	51	-0.029621	51	-0.035416	51	-0.707264	51	-0.774719	51	-0.717101	51	-0.233990	51	-0.334795	51	-0.233990	51	-0.334795	51	-0.483219	51	-0.493067	51	-0.308261	51	-0.518190	51	-0.737705	51	-0.797293	51	-0.474984	51	-0.268064	51	-0.335853	51	-0.369636	51	-0.166324	51	-0.094561	51	-0.438031	51	-0.223645	51	-0.301508	51	-0.546089	51	-0.468605	51	-0.565221	51	-0.538073	51	-0.417127	51	-0.620124	51	-0.332238	51	-0.535799	51	-0.519560	51	-0.532400	51	-0.642018	51	-0.492427	51	-0.509896	51	-0.559601	51	-0.387309	51	-0.380644	51	-0.311988	51	-0.419784	51	-0.370650	51	-0.418924	51	-0.093740	51	-0.475598	51	-0.519931	51	0.067344	51	-0.630547	51	-0.532487	51	-0.279231	51	-0.787834	51	-0.825314	51	0.134538	51	0.023893	51	0.080878	51	-0.269905	51	0.175223	51	-0.545577	51	0.138773	51	0.293498	51
17	LAYING	0.269780	71	-0.016846	71	-0.107006	71	-0.972961	71	-0.944793	71	-0.953477	71	-0.199133	71	0.658792	71	0.722658	71	-0.961063	71	-0.961467	71	-0.957165	71	0.077909	71	0.007069	71	-0.000144	71	-0.981489	71	-0.976961	71	-0.982813	71	-0.023476	71	-0.094458	71	0.111440	71	-0.975893	71	-0.971484	71	-0.976201	71	-0.102050	71	-0.036196	71	-0.060493	71	-0.980792	71	-0.983136	71	-0.988222	71	-0.953021	71	-0.948258	71	-0.953021	71	-0.948258	71	-0.981608	71	-0.980127	71	-0.960733	71	-0.959325	71	-0.985542	71	-0.982038	71	-0.974359	71	-0.954648	71	-0.965406	71	-0.972439	71	-0.942792	71	-0.950117	71	-0.115142	71	0.054608	71	0.083447	71	-0.981472	71	-0.977212	71	-0.980380	71	-0.983213	71	-0.978344	71	-0.983854	71	0.188448	71	0.027931	71	0.026575	71	-0.971949	71	-0.973669	71	-0.976165	71	-0.977203	71	-0.970628	71	-0.978357	71	0.006568	71	0.015485	71	0.131971	71	-0.961046	71	-0.949043	71	-0.049468	71	-0.979687	71	-0.979657	71	0.374274	71	-0.969014	71	-0.960024	71	-0.046557	71	-0.982766	71	-0.981983	71	0.242851	71	0.007773	71	0.019044	71	0.015100	71	-0.053026	71	0.395077	71	-0.426236	71	-0.555003	71
17	SITTING	0.277357	64	-0.014156	64	-0.113624	64	-0.994444	64	-0.961859	64	-0.965729	64	0.944884	64	-0.002815	64	-0.135804	64	-0.990197	64	-0.966720	64	-0.956611	64	0.075071	64	0.005610	64	-0.001554	64	-0.994341	64	-0.988637	64	-0.990529	64	-0.042549	64	-0.066925	64	0.086005	64	-0.989638	64	-0.986129	64	-0.979705	64	-0.094248	64	-0.041113	64	-0.051090	64	-0.995256	64	-0.994982	64	-0.993841	64	-0.972747	64	-0.965065	64	-0.972747	64	-0.965065	64	-0.992815	64	-0.991446	64	-0.967178	64	-0.975410	64	-0.996335	64	-0.994447	64	-0.993969	64	-0.969928	64	-0.974842	64	-0.994657	64	-0.959789	64	-0.962921	64	0.028487	64	0.135749	64	0.183914	64	-0.994543	64	-0.988327	64	-0.988828	64	-0.994613	64	-0.989916	64	-0.990818	64	0.232010	64	0.088534	64	0.099508	64	-0.988411	64	-0.988794	64	-0.981617	64	-0.990041	64	-0.984813	64	-0.980970	64	0.167685	64	-0.148799	64	0.123430	64	-0.973627	64	-0.965400	64	0.126010	64	-0.991427	64	-0.990320	64	0.381521	64	-0.983369	64	-0.974711	64	-0.018176	64	-0.995205	64	-0.993625	64	0.358682	64	-0.009176	64	0.002814	64	0.024543	64	-0.057153	64	-0.814454	64	0.085758	64	0.117861	64
17	STANDING	0.277943	78	-0.017412	78	-0.111432	78	-0.991164	78	-0.968177	78	-0.970463	78	0.904679	78	-0.257487	78	-0.202688	78	-0.985751	78	-0.975810	78	-0.969172	78	0.074086	78	0.006579	78	-0.004036	78	-0.992094	78	-0.986661	78	-0.991217	78	-0.026958	78	-0.077063	78	0.088056	78	-0.981373	78	-0.985121	78	-0.985538	78	-0.101289	78	-0.040452	78	-0.054633	78	-0.989257	78	-0.993700	78	-0.992327	78	-0.977636	78	-0.975377	78	-0.977636	78	-0.975377	78	-0.991743	78	-0.990363	78	-0.978185	78	-0.977681	78	-0.993673	78	-0.992372	78	-0.990928	78	-0.974171	78	-0.980232	78	-0.991319	78	-0.966427	78	-0.966999	78	-0.032553	78	0.045521	78	0.107585	78	-0.992129	78	-0.986278	78	-0.989564	78	-0.992775	78	-0.988200	78	-0.991450	78	0.257118	78	0.073999	78	0.084723	78	-0.980696	78	-0.987334	78	-0.985955	78	-0.981791	78	-0.983947	78	-0.986725	78	-0.139035	78	-0.162737	78	0.060180	78	-0.980968	78	-0.975505	78	0.119058	78	-0.990163	78	-0.989472	78	0.426849	78	-0.984291	78	-0.977263	78	-0.115635	78	-0.992724	78	-0.992177	78	0.314618	78	0.015114	78	0.003020	78	0.044382	78	0.070457	78	-0.662263	78	0.260218	78	0.164227	78
17	WALKING	0.272342	61	-0.018488	61	-0.109792	61	-0.319500	61	-0.017580	61	-0.265824	61	0.928112	61	-0.179927	61	-0.190266	61	-0.980983	61	-0.968613	61	-0.956903	61	0.077319	61	0.013010	61	0.024375	61	-0.355493	61	-0.093539	61	-0.534303	61	-0.009223	61	-0.083977	61	0.075713	61	-0.479814	61	-0.454933	61	-0.386044	61	-0.109959	61	-0.037925	61	-0.051381	61	-0.431296	61	-0.560203	61	-0.524423	61	-0.151151	61	-0.461838	61	-0.151151	61	-0.461838	61	-0.301093	61	-0.275673	61	-0.335010	61	-0.522495	61	-0.517167	61	-0.539708	61	-0.360992	61	-0.065027	61	-0.382833	61	-0.304806	61	-0.055614	61	-0.262392	61	-0.414941	61	0.008571	61	-0.093333	61	-0.423446	61	-0.194233	61	-0.523427	61	-0.343866	61	-0.047038	61	-0.543873	61	-0.436808	61	-0.400493	61	-0.446732	61	-0.407717	61	-0.490166	61	-0.398809	61	-0.504849	61	-0.439239	61	-0.438769	61	-0.102583	61	-0.076168	61	-0.163271	61	-0.429380	61	-0.565163	61	0.174349	61	-0.335939	61	-0.211232	61	0.027410	61	-0.518618	61	-0.615320	61	0.351565	61	-0.582712	61	-0.520385	61	0.152044	61	0.063185	61	-0.008606	61	0.073330	61	0.010139	61	-0.727021	61	0.207187	61	0.155074	61
17	WALKING_DOWNSTAIRS	0.293918	46	-0.016736	46	-0.089243	46	0.187720	46	-0.060789	46	-0.231064	46	0.928818	46	-0.151077	46	-0.160963	46	-0.950026	46	-0.946577	46	-0.901098	46	0.118251	46	-0.011383	46	-0.009398	46	-0.103436	46	-0.304064	46	-0.536332	46	0.067773	46	-0.123517	46	0.016288	46	-0.370437	46	-0.459282	46	-0.468463	46	-0.107770	46	-0.038170	46	-0.058252	46	-0.526802	46	-0.572145	46	-0.542771	46	0.148951	46	0.091408	46	0.148951	46	0.091408	46	-0.221632	46	-0.206577	46	-0.232642	46	-0.352687	46	-0.540326	46	-0.592319	46	-0.022624	46	-0.130273	46	-0.318082	46	0.258942	46	-0.086053	46	-0.245414	46	-0.514562	46	-0.155801	46	-0.113333	46	-0.215092	46	-0.351268	46	-0.498668	46	-0.071877	46	-0.298931	46	-0.573044	46	-0.508557	46	-0.559086	46	-0.452939	46	-0.316413	46	-0.451127	46	-0.403380	46	-0.393195	46	-0.469390	46	-0.540950	46	-0.279498	46	-0.074445	46	-0.154727	46	0.058068	46	-0.061888	46	-0.055363	46	-0.188680	46	-0.236539	46	-0.044595	46	-0.409439	46	-0.428869	46	-0.025892	46	-0.577349	46	-0.643399	46	0.163045	46	-0.061778	46	-0.120554	46	-0.079815	46	0.007400	46	-0.754581	46	0.187682	46	0.135725	46
17	WALKING_UPSTAIRS	0.252605	48	-0.022865	48	-0.121290	48	-0.062953	48	-0.013172	48	-0.230221	48	0.853531	48	-0.284154	48	-0.298171	48	-0.949460	48	-0.915973	48	-0.930160	48	0.076804	48	0.030836	48	0.007595	48	-0.292666	48	-0.349792	48	-0.657431	48	-0.030425	48	-0.054846	48	0.056093	48	-0.496563	48	-0.493044	48	-0.234402	48	-0.142655	48	-0.041450	48	-0.022348	48	-0.606044	48	-0.676723	48	-0.610586	48	-0.012806	48	-0.102878	48	-0.012806	48	-0.102878	48	-0.357234	48	-0.390912	48	-0.235191	48	-0.440837	48	-0.637367	48	-0.682312	48	-0.139752	48	-0.117520	48	-0.399923	48	-0.035538	48	-0.025278	48	-0.204816	48	-0.529235	48	-0.156694	48	-0.258321	48	-0.360272	48	-0.377052	48	-0.633018	48	-0.287219	48	-0.365114	48	-0.680326	48	-0.576044	48	-0.474056	48	-0.552823	48	-0.416223	48	-0.521435	48	-0.324274	48	-0.524468	48	-0.481154	48	-0.277891	48	-0.230934	48	-0.210552	48	-0.349179	48	-0.150306	48	-0.217393	48	-0.184409	48	-0.360300	48	-0.437383	48	-0.089014	48	-0.504067	48	-0.496445	48	-0.103521	48	-0.669009	48	-0.724156	48	0.086554	48	0.058996	48	0.068393	48	-0.027580	48	0.105621	48	-0.572548	48	0.279993	48	0.233259	48
19	LAYING	0.272654	83	-0.017143	83	-0.108981	83	-0.965020	83	-0.973450	83	-0.984673	83	-0.680043	83	0.725647	83	0.687624	83	-0.958960	83	-0.986993	83	-0.988819	83	0.077232	83	0.011150	83	-0.000989	83	-0.983605	83	-0.974525	83	-0.988260	83	-0.031207	83	-0.095263	83	0.108605	83	-0.981358	83	-0.963618	83	-0.973198	83	-0.095602	83	-0.037148	83	-0.059916	83	-0.976106	83	-0.984608	83	-0.986958	83	-0.966261	83	-0.963193	83	-0.966261	83	-0.963193	83	-0.984784	83	-0.980668	83	-0.953263	83	-0.955907	83	-0.985342	83	-0.980246	83	-0.974534	83	-0.972799	83	-0.985340	83	-0.962085	83	-0.974832	83	-0.984741	83	-0.253189	83	0.292493	83	0.293722	83	-0.983479	83	-0.974878	83	-0.986506	83	-0.985278	83	-0.975964	83	-0.988559	83	0.135277	83	0.083823	83	0.117029	83	-0.974196	83	-0.972061	83	-0.973932	83	-0.983945	83	-0.959831	83	-0.975418	83	0.249209	83	-0.156450	83	0.051865	83	-0.971957	83	-0.964057	83	0.168481	83	-0.980622	83	-0.979452	83	0.211317	83	-0.965625	83	-0.957496	83	0.077865	83	-0.981890	83	-0.979328	83	0.045701	83	-0.021107	83	0.011372	83	0.023719	83	-0.023137	83	0.737784	83	-0.476492	83	-0.504428	83
19	SITTING	0.273830	73	-0.016739	73	-0.108708	73	-0.976358	73	-0.950389	73	-0.951930	73	0.581372	73	0.360344	73	0.489127	73	-0.969355	73	-0.969970	73	-0.960395	73	0.075375	73	0.013792	73	0.001731	73	-0.987043	73	-0.979268	73	-0.986705	73	-0.021415	73	-0.052021	73	0.096898	73	-0.984625	73	-0.959758	73	-0.965595	73	-0.100986	73	-0.042517	73	-0.059080	73	-0.988465	73	-0.987466	73	-0.985311	73	-0.962074	73	-0.951756	73	-0.962074	73	-0.951756	73	-0.986424	73	-0.984205	73	-0.942229	73	-0.950492	73	-0.989450	73	-0.985831	73	-0.979238	73	-0.960763	73	-0.966335	73	-0.975204	73	-0.948053	73	-0.947515	73	-0.315288	73	-0.007411	73	-0.003578	73	-0.986776	73	-0.979142	73	-0.983980	73	-0.988577	73	-0.981000	73	-0.988152	73	0.091700	73	-0.092576	73	0.018538	73	-0.981744	73	-0.968189	73	-0.968236	73	-0.985576	73	-0.955599	73	-0.967869	73	-0.019287	73	-0.393022	73	-0.147367	73	-0.962633	73	-0.952802	73	-0.053858	73	-0.983752	73	-0.983687	73	0.268457	73	-0.964239	73	-0.950484	73	-0.192452	73	-0.986727	73	-0.985416	73	0.097865	73	0.035842	73	-0.020368	73	-0.000867	73	0.044119	73	-0.304548	73	-0.176318	73	-0.348065	73
19	STANDING	0.278172	73	-0.015424	73	-0.109042	73	-0.989911	73	-0.944430	73	-0.952600	73	0.944046	73	-0.223898	73	0.130644	73	-0.992412	73	-0.971427	73	-0.958862	73	0.075412	73	0.009913	73	0.001292	73	-0.984792	73	-0.970543	73	-0.986142	73	-0.025091	73	-0.063143	73	0.071052	73	-0.946110	73	-0.969576	73	-0.960734	73	-0.099047	73	-0.042292	73	-0.052377	73	-0.975127	73	-0.988097	73	-0.983454	73	-0.960506	73	-0.962549	73	-0.960506	73	-0.962549	73	-0.983069	73	-0.979641	73	-0.941745	73	-0.937951	73	-0.985802	73	-0.983069	73	-0.987352	73	-0.952873	73	-0.968543	73	-0.991162	73	-0.943194	73	-0.947754	73	0.042416	73	-0.036261	73	0.026101	73	-0.985040	73	-0.970011	73	-0.983463	73	-0.985914	73	-0.973589	73	-0.987525	73	0.199136	73	-0.112514	73	0.028631	73	-0.947866	73	-0.975062	73	-0.965101	73	-0.946607	73	-0.966967	73	-0.963213	73	-0.283665	73	-0.291797	73	-0.113976	73	-0.968911	73	-0.964259	73	0.001781	73	-0.979135	73	-0.979179	73	0.290737	73	-0.958578	73	-0.936724	73	-0.247024	73	-0.984537	73	-0.982229	73	0.064568	73	0.013494	73	0.005518	73	0.013476	73	0.036369	73	-0.762093	73	0.236858	73	-0.069077	73
19	WALKING	0.273931	52	-0.019177	52	-0.122737	52	-0.048905	52	0.181802	52	-0.139478	52	0.935223	52	-0.223338	52	-0.089843	52	-0.969861	52	-0.958651	52	-0.929188	52	0.082225	52	0.014411	52	-0.032753	52	0.110307	52	0.080927	52	-0.179390	52	-0.027497	52	-0.075157	52	0.079811	52	-0.026436	52	-0.114406	52	-0.104203	52	-0.083235	52	-0.030713	52	-0.060309	52	0.080119	52	-0.291595	52	-0.213494	52	0.064817	52	-0.099393	52	0.064817	52	-0.099393	52	0.109451	52	0.035656	52	0.100045	52	-0.021846	52	-0.164700	52	-0.271487	52	-0.029982	52	0.169259	52	-0.104423	52	-0.057882	52	0.112615	52	-0.233872	52	-0.176448	52	0.057077	52	0.351860	52	0.033638	52	0.010732	52	-0.129368	52	0.090837	52	0.085401	52	-0.227830	52	-0.214787	52	-0.388096	52	-0.005404	52	0.228142	52	-0.097355	52	-0.010505	52	-0.108389	52	-0.133010	52	-0.220271	52	-0.093616	52	-0.076583	52	-0.033019	52	0.032227	52	-0.324793	52	0.307395	52	0.073018	52	-0.022287	52	0.124998	52	-0.095246	52	-0.141598	52	0.174359	52	-0.262443	52	-0.336149	52	0.250383	52	-0.034737	52	0.009804	52	0.011077	52	-0.030678	52	-0.766281	52	0.237585	52	0.084762	52
19	WALKING_DOWNSTAIRS	0.262688	39	-0.014594	39	-0.133695	39	0.626917	39	0.514816	39	0.049322	39	0.881941	39	-0.215018	39	-0.126147	39	-0.899726	39	-0.917881	39	-0.899363	39	0.073093	39	-0.038687	39	-0.009552	39	0.544273	39	0.355307	39	-0.020011	39	-0.205775	39	0.027471	39	0.163963	39	0.267657	39	0.048315	39	-0.031408	39	-0.033743	39	-0.039461	39	-0.054557	39	0.179149	39	-0.014630	39	0.116646	39	0.644604	39	0.413472	39	0.644604	39	0.413472	39	0.434490	39	0.450612	39	0.418005	39	0.237821	39	0.087582	39	-0.043899	39	0.537012	39	0.494458	39	0.110659	39	0.658507	39	0.427929	39	-0.078364	39	-0.323137	39	0.012611	39	0.293956	39	0.474317	39	0.276717	39	0.059591	39	0.476804	39	0.349771	39	-0.098393	39	-0.240576	39	-0.387548	39	-0.116947	39	0.474962	39	0.147083	39	0.210673	39	0.196613	39	-0.028490	39	-0.215892	39	-0.147027	39	0.101341	39	0.195665	39	0.586638	39	0.082863	39	0.226462	39	0.538405	39	0.316346	39	0.174679	39	0.203980	39	0.032037	39	0.163418	39	-0.022905	39	-0.143255	39	0.185185	39	0.000054	39	0.018781	39	0.444101	39	-0.046523	39	-0.741843	39	0.236001	39	0.114012	39
19	WALKING_UPSTAIRS	0.242119	40	-0.030399	40	-0.151055	40	-0.128742	40	0.176350	40	-0.190469	40	0.829428	40	-0.387101	40	-0.221009	40	-0.916496	40	-0.901045	40	-0.836936	40	0.083155	40	0.056819	40	0.031668	40	-0.174279	40	-0.012887	40	-0.444282	40	0.038854	40	-0.134514	40	-0.000233	40	-0.406800	40	-0.172633	40	-0.110117	40	-0.101806	40	-0.034629	40	-0.053355	40	-0.239376	40	-0.492122	40	-0.375415	40	0.017381	40	-0.177667	40	0.017381	40	-0.177667	40	-0.114190	40	-0.284061	40	-0.061616	40	-0.264401	40	-0.372791	40	-0.507400	40	-0.156879	40	0.111818	40	-0.219644	40	-0.119935	40	0.132558	40	-0.239981	40	-0.344102	40	0.019767	40	0.048851	40	-0.205323	40	-0.073928	40	-0.380657	40	-0.217265	40	-0.013170	40	-0.507716	40	-0.273943	40	-0.364348	40	-0.187567	40	-0.194486	40	-0.225422	40	-0.066129	40	-0.477515	40	-0.149925	40	-0.207498	40	0.011173	40	-0.191500	40	-0.152030	40	-0.079629	40	-0.368253	40	0.167005	40	-0.187391	40	-0.434671	40	0.296851	40	-0.288840	40	-0.377133	40	0.075070	40	-0.477184	40	-0.588290	40	0.260346	40	0.021710	40	0.005856	40	-0.235636	40	-0.004333	40	-0.543831	40	0.352918	40	0.179353	40
21	LAYING	0.271325	90	-0.018423	90	-0.103254	90	-0.955020	90	-0.956959	90	-0.945654	90	-0.174349	90	0.599993	90	0.788251	90	-0.945905	90	-0.983733	90	-0.952416	90	0.082015	90	0.011994	90	-0.013905	90	-0.984827	90	-0.971585	90	-0.983978	90	-0.030513	90	-0.113800	90	0.098091	90	-0.975412	90	-0.952147	90	-0.981345	90	-0.096412	90	-0.034628	90	-0.060140	90	-0.984644	90	-0.981998	90	-0.988749	90	-0.952597	90	-0.942186	90	-0.952597	90	-0.942186	90	-0.982800	90	-0.978553	90	-0.949279	90	-0.949289	90	-0.985916	90	-0.982246	90	-0.968234	90	-0.960069	90	-0.961772	90	-0.950929	90	-0.957259	90	-0.940919	90	-0.517031	90	0.085749	90	0.024989	90	-0.984189	90	-0.972039	90	-0.981631	90	-0.987061	90	-0.973164	90	-0.984925	90	0.088378	90	-0.025755	90	0.043929	90	-0.973410	90	-0.964968	90	-0.980811	90	-0.976227	90	-0.946600	90	-0.983271	90	-0.105481	90	-0.407760	90	0.266239	90	-0.953769	90	-0.944449	90	-0.101803	90	-0.978444	90	-0.977605	90	0.299648	90	-0.962349	90	-0.949737	90	-0.206573	90	-0.982993	90	-0.982305	90	0.209995	90	0.000075	90	0.020949	90	0.077168	90	-0.041477	90	0.377041	90	-0.364985	90	-0.613696	90
21	SITTING	0.277540	85	-0.014401	85	-0.112058	85	-0.991777	85	-0.966878	85	-0.959568	85	0.940031	85	0.021521	85	-0.056777	85	-0.992936	85	-0.979355	85	-0.965426	85	0.075711	85	0.012102	85	-0.000175	85	-0.989439	85	-0.979003	85	-0.985824	85	-0.019871	85	-0.065308	85	0.083133	85	-0.988411	85	-0.976380	85	-0.976973	85	-0.101115	85	-0.039148	85	-0.052641	85	-0.989473	85	-0.989723	85	-0.987955	85	-0.974735	85	-0.971994	85	-0.974735	85	-0.971994	85	-0.985947	85	-0.986521	85	-0.964971	85	-0.971225	85	-0.990307	85	-0.990302	85	-0.990610	85	-0.968061	85	-0.970859	85	-0.992375	85	-0.967561	85	-0.956413	85	0.087911	85	0.173532	85	0.127984	85	-0.989759	85	-0.979180	85	-0.983434	85	-0.990028	85	-0.980347	85	-0.986846	85	0.244350	85	-0.011846	85	0.025036	85	-0.984894	85	-0.979831	85	-0.976840	85	-0.989559	85	-0.974723	85	-0.979131	85	0.089046	85	-0.161183	85	0.020882	85	-0.974829	85	-0.974448	85	0.250063	85	-0.985342	85	-0.986992	85	0.327937	85	-0.977840	85	-0.972027	85	0.044966	85	-0.990014	85	-0.991062	85	0.248300	85	0.042417	85	-0.001617	85	0.003991	85	0.050310	85	-0.809147	85	0.068322	85	0.061290	85
